year,rank,ticker,company_name,weight,methodology,formula,rank_12_anchor_weight,underlying_value_usd,anchor_value_usd,source_citation
2009,15,CSCO,Cisco Systems Inc.,0.0131,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$121.64B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,16,KO,The Coca-Cola Company,0.0126,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$117.00B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,17,T,AT&T Inc.,0.0124,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$115.14B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,18,ORCL,Oracle Corporation,0.0113,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$104.93B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,19,INTC,Intel Corporation,0.0109,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$101.21B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,20,MRK,Merck & Co. Inc.,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$91.93B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2010,1,XOM,Exxon Mobil Corporation,0.0340,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,2,AAPL,Apple Inc.,0.0300,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,3,MSFT,Microsoft Corporation,0.0240,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,4,GE,General Electric Company,0.0210,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,5,CVX,Chevron Corporation,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,6,IBM,International Business Machines Corp.,0.0190,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,7,PG,Procter & Gamble Co.,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,8,JNJ,Johnson & Johnson,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,9,JPM,JPMorgan Chase & Co.,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,10,BRK.B,Berkshire Hathaway Inc.,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,11,WMT,Walmart Inc.,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,12,GOOGL,Alphabet Inc. (Class A & C),0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2010
2010,13,WFC,Wells Fargo & Company,0.0126,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$140.54B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,14,ORCL,Oracle Corporation,0.0120,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$133.85B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,15,KO,The Coca-Cola Company,0.0110,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$122.69B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,16,C,Citigroup Inc.,0.0107,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$119.35B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,17,BAC,Bank of America Corporation,0.0106,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$118.23B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,18,PFE,Pfizer Inc.,0.0105,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$117.12B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,19,T,AT&T Inc.,0.0093,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$103.73B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2010,20,INTC,Intel Corporation,0.0092,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$102.62B,$145.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2010
2011,1,XOM,Exxon Mobil Corporation,0.0370,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,2,AAPL,Apple Inc.,0.0340,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,3,MSFT,Microsoft Corporation,0.0240,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,4,IBM,International Business Machines Corp.,0.0230,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,5,CVX,Chevron Corporation,0.0220,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,6,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,7,PG,Procter & Gamble Co.,0.0190,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,8,GE,General Electric Company,0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,9,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,10,WMT,Walmart Inc.,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,11,GOOGL,Alphabet Inc. (Class A & C),0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,12,PFE,Pfizer Inc.,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2011
2011,13,BRK.B,Berkshire Hathaway Inc.,0.0129,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$142.82B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,14,KO,The Coca-Cola Company,0.0121,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$133.96B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,15,WFC,Wells Fargo & Company,0.0120,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$132.86B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,16,PM,Philip Morris International Inc.,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$126.21B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,17,T,AT&T Inc.,0.0112,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$124.00B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,18,ORCL,Oracle Corporation,0.0110,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$121.79B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,19,INTC,Intel Corporation,0.0101,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$111.82B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2011,20,VZ,Verizon Communications Inc.,0.0100,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$110.71B,$155.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2011
2012,1,AAPL,Apple Inc.,0.0410,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,2,XOM,Exxon Mobil Corporation,0.0310,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,3,GOOGL,Alphabet Inc. (Class A & C),0.0260,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,4,MSFT,Microsoft Corporation,0.0240,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,5,BRK.B,Berkshire Hathaway Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,6,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,7,GE,General Electric Company,0.0190,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,8,WMT,Walmart Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,9,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,10,CVX,Chevron Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,11,PG,Procter & Gamble Co.,0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,12,IBM,International Business Machines Corp.,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2012
2012,13,WFC,Wells Fargo & Company,0.0135,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$168.75B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,14,PFE,Pfizer Inc.,0.0131,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$163.75B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,15,KO,The Coca-Cola Company,0.0128,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$160.00B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,16,ORCL,Oracle Corporation,0.0115,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$143.75B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,17,T,AT&T Inc.,0.0112,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$140.00B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,18,PM,Philip Morris International Inc.,0.0106,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$132.50B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,19,BAC,Bank of America Corporation,0.0101,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$126.25B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2012,20,VZ,Verizon Communications Inc.,0.0100,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$125.00B,$175.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2012
2013,1,AAPL,Apple Inc.,0.0340,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,2,XOM,Exxon Mobil Corporation,0.0270,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,3,GOOGL,Alphabet Inc. (Class A & C),0.0250,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,4,MSFT,Microsoft Corporation,0.0240,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,5,BRK.B,Berkshire Hathaway Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,6,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,7,GE,General Electric Company,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,8,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,9,WFC,Wells Fargo & Company,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,10,PG,Procter & Gamble Co.,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,11,CVX,Chevron Corporation,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,12,WMT,Walmart Inc.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2013
2013,13,IBM,International Business Machines Corp.,0.0128,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$201.85B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,14,PFE,Pfizer Inc.,0.0126,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$198.69B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,15,AMZN,Amazon.com Inc.,0.0125,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$197.12B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,16,KO,The Coca-Cola Company,0.0118,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$186.08B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,17,ORCL,Oracle Corporation,0.0116,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$182.92B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,18,BAC,Bank of America Corporation,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$179.77B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,19,C,Citigroup Inc.,0.0109,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$171.88B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2013,20,VZ,Verizon Communications Inc.,0.0097,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$152.96B,$205.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2013
2014,1,AAPL,Apple Inc.,0.0360,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,2,XOM,Exxon Mobil Corporation,0.0260,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,3,MSFT,Microsoft Corporation,0.0250,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,4,BRK.B,Berkshire Hathaway Inc.,0.0230,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,5,JNJ,Johnson & Johnson,0.0210,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,6,GOOGL,Alphabet Inc. (Class A & C),0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,7,WFC,Wells Fargo & Company,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,8,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,9,PG,Procter & Gamble Co.,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,10,GE,General Electric Company,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,11,CVX,Chevron Corporation,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,12,WMT,Walmart Inc.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2014
2014,13,META,Meta Platforms Inc.,0.0122,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$215.85B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,14,ORCL,Oracle Corporation,0.0120,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$212.31B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,15,VZ,Verizon Communications Inc.,0.0116,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$205.23B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,16,BAC,Bank of America Corporation,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$201.69B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,17,PFE,Pfizer Inc.,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$201.69B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,18,KO,The Coca-Cola Company,0.0106,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$187.54B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,19,INTC,Intel Corporation,0.0101,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$178.69B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2014,20,C,Citigroup Inc.,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$175.15B,$230.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2014
2015,1,AAPL,Apple Inc.,0.0350,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,2,MSFT,Microsoft Corporation,0.0280,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,3,XOM,Exxon Mobil Corporation,0.0220,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,4,AMZN,Amazon.com Inc.,0.0210,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,5,META,Meta Platforms Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,6,BRK.B,Berkshire Hathaway Inc.,0.0170,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,7,JNJ,Johnson & Johnson,0.0160,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,8,GE,General Electric Company,0.0150,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,9,GOOGL,Alphabet Inc. (Class A & C),0.0140,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,10,JPM,JPMorgan Chase & Co.,0.0130,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,11,WFC,Wells Fargo & Company,0.0120,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,12,PG,Procter & Gamble Co.,0.0110,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2015
2015,13,WMT,Walmart Inc.,0.0106,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$236.09B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,14,PFE,Pfizer Inc.,0.0105,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$233.86B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,15,VZ,Verizon Communications Inc.,0.0104,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$231.64B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,16,KO,The Coca-Cola Company,0.0104,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$231.64B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,17,V,Visa Inc.,0.0098,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$218.27B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,18,BAC,Bank of America Corporation,0.0098,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$218.27B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,19,DIS,The Walt Disney Company,0.0097,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$216.05B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2015,20,CVX,Chevron Corporation,0.0095,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$211.59B,$245.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2015
2016,1,AAPL,Apple Inc.,0.0340,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,2,MSFT,Microsoft Corporation,0.0270,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,3,AMZN,Amazon.com Inc.,0.0200,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,4,XOM,Exxon Mobil Corporation,0.0190,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,5,META,Meta Platforms Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,6,BRK.B,Berkshire Hathaway Inc.,0.0170,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,7,JNJ,Johnson & Johnson,0.0160,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,8,JPM,JPMorgan Chase & Co.,0.0150,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,9,GOOGL,Alphabet Inc. (Class A & C),0.0140,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,10,GE,General Electric Company,0.0130,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,11,WFC,Wells Fargo & Company,0.0120,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,12,T,AT&T Inc.,0.0110,Official Factsheet Anchor,W_factsheet,0.0110,,,S&P Dow Jones Indices Year-End Factsheet 2016
2016,13,PG,Procter & Gamble Co.,0.0109,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$262.59B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,14,BAC,Bank of America Corporation,0.0107,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$257.77B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,15,CVX,Chevron Corporation,0.0105,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$252.95B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,16,VZ,Verizon Communications Inc.,0.0097,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$233.68B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,17,WMT,Walmart Inc.,0.0092,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$221.64B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,18,PFE,Pfizer Inc.,0.0089,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$214.41B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,19,V,Visa Inc.,0.0088,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$212.00B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2016,20,KO,The Coca-Cola Company,0.0085,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0110,$204.77B,$265.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2016
2017,1,AAPL,Apple Inc.,0.0370,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,2,MSFT,Microsoft Corporation,0.0310,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,3,AMZN,Amazon.com Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,4,META,Meta Platforms Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,5,BRK.B,Berkshire Hathaway Inc.,0.0210,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,6,JNJ,Johnson & Johnson,0.0190,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,7,JPM,JPMorgan Chase & Co.,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,8,GOOGL,Alphabet Inc. (Class A & C),0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,9,XOM,Exxon Mobil Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
2017,10,BAC,Bank of America Corporation,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2017
